iteration,temperature,current_score,best_score,accepted,rejected,current_hard_violations,current_skill_violations,current_availability_violations,current_fixed_assignment_violations,current_rest_violations,current_contract_violations,current_consecutive_work_violations,current_consecutive_night_violations,current_shortage_to_Cmin,current_shortage_to_Copt,current_overstaff_above_Copt,current_overstaff_above_Cmax,current_coverage_under_Cmin_cells,current_coverage_under_Copt_cells,current_coverage_over_Cmax_cells,current_preference_penalty,current_standard_profile_penalty,current_incompatibility_penalty,current_fairness_penalty,current_actual_assignments,best_hard_violations,best_skill_violations,best_availability_violations,best_fixed_assignment_violations,best_rest_violations,best_contract_violations,best_consecutive_work_violations,best_consecutive_night_violations,best_shortage_to_Cmin,best_shortage_to_Copt,best_overstaff_above_Copt,best_overstaff_above_Cmax,best_coverage_under_Cmin_cells,best_coverage_under_Copt_cells,best_coverage_over_Cmax_cells,best_preference_penalty,best_standard_profile_penalty,best_incompatibility_penalty,best_fairness_penalty,best_actual_assignments,stop_reason
70600,2.960264610166997,4006.0,2186.0,7213,63387,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,361.0,1963.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
70800,2.812251379658647,4006.0,2186.0,7230,63570,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,361.0,1963.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
71000,2.812251379658647,3995.0,2186.0,7242,63758,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,356.0,1957.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
71200,2.812251379658647,3989.0,2186.0,7256,63944,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,356.0,1951.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
71400,2.812251379658647,3986.0,2186.0,7281,64119,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,356.0,1948.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
71600,2.6716388106757147,3969.0,2186.0,7296,64304,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,351.0,1936.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
71800,2.6716388106757147,3972.0,2186.0,7312,64488,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,351.0,1939.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
72000,2.6716388106757147,3963.0,2186.0,7331,64669,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,351.0,1930.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
72200,2.538056870141929,3961.0,2186.0,7353,64847,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,355.0,1924.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
72400,2.538056870141929,3963.0,2186.0,7371,65029,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,351.0,1930.0,0.0,82.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
72600,2.538056870141929,3956.0,2186.0,7387,65213,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,346.0,1930.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
72800,2.538056870141929,3956.0,2186.0,7396,65404,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,346.0,1930.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
73000,2.4111540266348324,3956.0,2186.0,7405,65595,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,346.0,1930.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
73200,2.4111540266348324,3942.0,2186.0,7424,65776,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,338.0,1924.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
73400,2.4111540266348324,3937.0,2186.0,7440,65960,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,330.0,1927.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
73600,2.2905963253030905,3944.0,2186.0,7457,66143,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1927.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
73800,2.2905963253030905,3941.0,2186.0,7475,66325,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1924.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
74000,2.2905963253030905,3949.0,2186.0,7491,66509,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,345.0,1924.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
74200,2.2905963253030905,3941.0,2186.0,7508,66692,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1924.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
74400,2.176066509037936,3935.0,2186.0,7522,66878,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1918.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
74600,2.176066509037936,3938.0,2186.0,7537,67063,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1921.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
74800,2.176066509037936,3935.0,2186.0,7557,67243,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1918.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
75000,2.067263183586039,3932.0,2186.0,7567,67433,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,337.0,1915.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
75200,2.067263183586039,3913.0,2186.0,7588,67612,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,327.0,1906.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
75400,2.067263183586039,3909.0,2186.0,7603,67797,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,323.0,1906.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
75600,2.067263183586039,3906.0,2186.0,7624,67976,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,323.0,1903.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
75800,1.9639000244067368,3900.0,2186.0,7639,68161,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,311.0,1909.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
76000,1.9639000244067368,3908.0,2186.0,7654,68346,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,319.0,1909.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
76200,1.9639000244067368,3908.0,2186.0,7664,68536,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,319.0,1909.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
76400,1.8657050231863999,3902.0,2186.0,7681,68719,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,319.0,1903.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
76600,1.8657050231863999,3902.0,2186.0,7698,68902,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,319.0,1903.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
76800,1.8657050231863999,3901.0,2186.0,7710,69090,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1906.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
77000,1.8657050231863999,3895.0,2186.0,7730,69270,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1900.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
77200,1.7724197720270798,3889.0,2186.0,7750,69450,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1894.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
77400,1.7724197720270798,3889.0,2186.0,7760,69640,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1894.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
77600,1.7724197720270798,3889.0,2186.0,7780,69820,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1894.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
77800,1.6837987834257258,3886.0,2186.0,7796,70004,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1891.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
78000,1.6837987834257258,3886.0,2186.0,7811,70189,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1891.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
78200,1.6837987834257258,3880.0,2186.0,7825,70375,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1885.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
78400,1.6837987834257258,3880.0,2186.0,7838,70562,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,315.0,1885.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
78600,1.5996088442544394,3869.0,2186.0,7852,70748,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,307.0,1882.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
78800,1.5996088442544394,3869.0,2186.0,7864,70936,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,307.0,1882.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
79000,1.5996088442544394,3872.0,2186.0,7877,71123,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,307.0,1885.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
79200,1.5196284020417175,3869.0,2186.0,7893,71307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,307.0,1882.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
79400,1.5196284020417175,3856.0,2186.0,7902,71498,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1879.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
79600,1.5196284020417175,3853.0,2186.0,7914,71686,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1876.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
79800,1.5196284020417175,3856.0,2186.0,7931,71869,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1879.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
80000,1.4436469819396316,3853.0,2186.0,7944,72056,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1876.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
80200,1.4436469819396316,3861.0,2186.0,7952,72248,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,302.0,1879.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
80400,1.4436469819396316,3864.0,2186.0,7976,72424,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,302.0,1882.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
80600,1.3714646328426499,3859.0,2186.0,7991,72609,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1882.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
80800,1.3714646328426499,3856.0,2186.0,8005,72795,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,297.0,1879.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
81000,1.3714646328426499,3845.0,2186.0,8018,72982,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1873.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
81200,1.3714646328426499,3839.0,2186.0,8030,73170,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
81400,1.3028914012005173,3845.0,2186.0,8039,73361,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1873.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
81600,1.3028914012005173,3845.0,2186.0,8051,73549,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1873.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
81800,1.3028914012005173,3842.0,2186.0,8066,73734,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1870.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
82000,1.2377468311404913,3842.0,2186.0,8085,73915,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1870.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
82200,1.2377468311404913,3842.0,2186.0,8095,74105,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1870.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
82400,1.2377468311404913,3839.0,2186.0,8110,74290,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
82600,1.2377468311404913,3839.0,2186.0,8123,74477,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
82800,1.1758594895834666,3839.0,2186.0,8134,74666,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
83000,1.1758594895834666,3839.0,2186.0,8149,74851,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
83200,1.1758594895834666,3839.0,2186.0,8172,75028,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
83400,1.1170665151042933,3839.0,2186.0,8184,75216,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,292.0,1867.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
83600,1.1170665151042933,3828.0,2186.0,8199,75401,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,287.0,1861.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
83800,1.1170665151042933,3825.0,2186.0,8209,75591,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,287.0,1858.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
84000,1.1170665151042933,3825.0,2186.0,8224,75776,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,290.0,1855.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
84200,1.0612131893490786,3812.0,2186.0,8235,75965,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,277.0,1855.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
84400,1.0612131893490786,3013.0,2186.0,8249,76151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,281.0,1852.0,0.0,80.0,976.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,18.0,1282.0,0.0,86.0,976.0,
